season,round,circuit,driver_code,constructor_name,position
2023,18,Austin,VER,Red Bull,1
2023,18,Austin,HAM,Mercedes,2
2023,18,Austin,LEC,Ferrari,3
2023,18,Austin,SAI,Ferrari,4
2023,18,Austin,NOR,McLaren,5
2023,18,Austin,PIA,McLaren,20
2023,19,Mexico City,VER,Red Bull,1
2023,19,Mexico City,HAM,Mercedes,2
2023,19,Mexico City,LEC,Ferrari,3
2023,19,Mexico City,SAI,Ferrari,5
2023,19,Mexico City,NOR,McLaren,5
2023,19,Mexico City,PIA,McLaren,7
2023,20,Interlagos,VER,Red Bull,1
2023,20,Interlagos,HAM,Mercedes,8
2023,20,Interlagos,LEC,Ferrari,3
2023,20,Interlagos,SAI,Ferrari,6
2023,20,Interlagos,NOR,McLaren,2
2023,20,Interlagos,PIA,McLaren,7
2023,21,Las Vegas,VER,Red Bull,20
2023,21,Las Vegas,HAM,Mercedes,7
2023,21,Las Vegas,LEC,Ferrari,2
2023,21,Las Vegas,SAI,Ferrari,3
2023,21,Las Vegas,NOR,McLaren,6
2023,21,Las Vegas,PIA,McLaren,4
2023,22,Yas Marina,VER,Red Bull,1
2023,22,Yas Marina,HAM,Mercedes,9
2023,22,Yas Marina,LEC,Ferrari,2
2023,22,Yas Marina,SAI,Ferrari,4
2023,22,Yas Marina,NOR,McLaren,5
2023,22,Yas Marina,PIA,McLaren,3
2024,1,Bahrain,VER,Red Bull,1
2024,1,Bahrain,HAM,Mercedes,7
2024,1,Bahrain,LEC,Ferrari,3
2024,1,Bahrain,SAI,Ferrari,4
2024,1,Bahrain,NOR,McLaren,6
2024,1,Bahrain,PIA,McLaren,5
2024,2,Jeddah,VER,Red Bull,1
2024,2,Jeddah,HAM,Mercedes,8
2024,2,Jeddah,LEC,Ferrari,3
2024,2,Jeddah,SAI,Ferrari,4
2024,2,Jeddah,NOR,McLaren,7
2024,2,Jeddah,PIA,McLaren,2
2024,3,Melbourne,SAI,Ferrari,1
2024,3,Melbourne,VER,Red Bull,20
2024,3,Melbourne,HAM,Mercedes,20
2024,3,Melbourne,LEC,Ferrari,2
2024,3,Melbourne,NOR,McLaren,3
2024,3,Melbourne,PIA,McLaren,4
2024,4,Suzuka,VER,Red Bull,1
2024,4,Suzuka,HAM,Mercedes,9
2024,4,Suzuka,LEC,Ferrari,4
2024,4,Suzuka,SAI,Ferrari,3
2024,4,Suzuka,NOR,McLaren,6
2024,4,Suzuka,PIA,McLaren,5
2024,5,Shanghai,VER,Red Bull,1
2024,5,Shanghai,HAM,Mercedes,9
2024,5,Shanghai,LEC,Ferrari,4
2024,5,Shanghai,SAI,Ferrari,5
2024,5,Shanghai,NOR,McLaren,2
2024,5,Shanghai,PIA,McLaren,6
2024,6,Miami,NOR,McLaren,1
2024,6,Miami,VER,Red Bull,2
2024,6,Miami,HAM,Mercedes,6
2024,6,Miami,LEC,Ferrari,3
2024,6,Miami,SAI,Ferrari,4
2024,6,Miami,PIA,McLaren,20
2024,7,Imola,VER,Red Bull,1
2024,7,Imola,HAM,Mercedes,6
2024,7,Imola,LEC,Ferrari,3
2024,7,Imola,SAI,Ferrari,5
2024,7,Imola,NOR,McLaren,2
2024,7,Imola,PIA,McLaren,4
2024,8,Monaco,LEC,Ferrari,1
2024,8,Monaco,VER,Red Bull,6
2024,8,Monaco,HAM,Mercedes,7
2024,8,Monaco,SAI,Ferrari,3
2024,8,Monaco,NOR,McLaren,4
2024,8,Monaco,PIA,McLaren,2
2024,9,Montreal,VER,Red Bull,1
2024,9,Montreal,HAM,Mercedes,4
2024,9,Montreal,LEC,Ferrari,20
2024,9,Montreal,SAI,Ferrari,3
2024,9,Montreal,NOR,McLaren,2
2024,9,Montreal,PIA,McLaren,5
2024,10,Barcelona,VER,Red Bull,1
2024,10,Barcelona,HAM,Mercedes,3
2024,10,Barcelona,LEC,Ferrari,5
2024,10,Barcelona,SAI,Ferrari,6
2024,10,Barcelona,NOR,McLaren,2
2024,10,Barcelona,PIA,McLaren,4
2024,11,Spielberg,VER,Red Bull,5
2024,11,Spielberg,HAM,Mercedes,4
2024,11,Spielberg,LEC,Ferrari,11
2024,11,Spielberg,SAI,Ferrari,3
2024,11,Spielberg,NOR,McLaren,20
2024,11,Spielberg,PIA,McLaren,2
2024,12,Silverstone,HAM,Mercedes,1
2024,12,Silverstone,VER,Red Bull,2
2024,12,Silverstone,LEC,Ferrari,14
2024,12,Silverstone,SAI,Ferrari,5
2024,12,Silverstone,NOR,McLaren,3
2024,12,Silverstone,PIA,McLaren,4
2024,13,Budapest,PIA,McLaren,1
2024,13,Budapest,VER,Red Bull,5
2024,13,Budapest,HAM,Mercedes,3
2024,13,Budapest,LEC,Ferrari,4
2024,13,Budapest,SAI,Ferrari,6
2024,13,Budapest,NOR,McLaren,2
2024,14,Spa,HAM,Mercedes,1
2024,14,Spa,VER,Red Bull,4
2024,14,Spa,LEC,Ferrari,3
2024,14,Spa,SAI,Ferrari,5
2024,14,Spa,NOR,McLaren,6
2024,14,Spa,PIA,McLaren,2
2024,15,Zandvoort,NOR,McLaren,1
2024,15,Zandvoort,VER,Red Bull,2
2024,15,Zandvoort,HAM,Mercedes,8
2024,15,Zandvoort,LEC,Ferrari,3
2024,15,Zandvoort,SAI,Ferrari,5
2024,15,Zandvoort,PIA,McLaren,4
2024,16,Monza,LEC,Ferrari,1
2024,16,Monza,VER,Red Bull,6
2024,16,Monza,HAM,Mercedes,5
2024,16,Monza,SAI,Ferrari,3
2024,16,Monza,NOR,McLaren,3
2024,16,Monza,PIA,McLaren,2
2024,17,Baku,PIA,McLaren,1
2024,17,Baku,VER,Red Bull,5
2024,17,Baku,HAM,Mercedes,9
2024,17,Baku,LEC,Ferrari,2
2024,17,Baku,SAI,Ferrari,20
2024,17,Baku,NOR,McLaren,4
2024,18,Singapore,NOR,McLaren,1
2024,18,Singapore,VER,Red Bull,2
2024,18,Singapore,HAM,Mercedes,6
2024,18,Singapore,LEC,Ferrari,5
2024,18,Singapore,SAI,Ferrari,7
2024,18,Singapore,PIA,McLaren,3
2024,19,Austin,VER,Red Bull,3
2024,19,Austin,HAM,Mercedes,6
2024,19,Austin,LEC,Ferrari,1
2024,19,Austin,SAI,Ferrari,4
2024,19,Austin,NOR,McLaren,2
2024,19,Austin,PIA,McLaren,5
2024,20,Mexico City,SAI,Ferrari,1
2024,20,Mexico City,VER,Red Bull,6
2024,20,Mexico City,HAM,Mercedes,4
2024,20,Mexico City,LEC,Ferrari,4
2024,20,Mexico City,NOR,McLaren,2
2024,20,Mexico City,PIA,McLaren,3
2024,21,Interlagos,VER,Red Bull,1
2024,21,Interlagos,HAM,Mercedes,10
2024,21,Interlagos,LEC,Ferrari,5
2024,21,Interlagos,SAI,Ferrari,6
2024,21,Interlagos,NOR,McLaren,4
2024,21,Interlagos,PIA,McLaren,3
2024,22,Las Vegas,VER,Red Bull,5
2024,22,Las Vegas,HAM,Mercedes,2
2024,22,Las Vegas,LEC,Ferrari,4
2024,22,Las Vegas,SAI,Ferrari,3
2024,22,Las Vegas,NOR,McLaren,20
2024,22,Las Vegas,PIA,McLaren,20
2024,23,Losail,VER,Red Bull,1
2024,23,Losail,HAM,Mercedes,12
2024,23,Losail,LEC,Ferrari,2
2024,23,Losail,SAI,Ferrari,3
2024,23,Losail,NOR,McLaren,4
2024,23,Losail,PIA,McLaren,5
2024,24,Yas Marina,NOR,McLaren,1
2024,24,Yas Marina,VER,Red Bull,4
2024,24,Yas Marina,HAM,Mercedes,5
2024,24,Yas Marina,LEC,Ferrari,3
2024,24,Yas Marina,SAI,Ferrari,2
2024,24,Yas Marina,PIA,McLaren,6
